track_id,track_name,artist_name,artist_id,hybrid_score,s_content,s_collab,w_content,w_collab,pre_score,from_content,from_tag,from_neighbor,long_term_sim,tag_cosine,mood_sim,cluster_tag_sim,tag_jaccard,group_listener_count,group_avg_ms,group_skip_rate,weighted_nbr_avg_ms,recent_skip_pct,recent_avg_valence,recent_avg_energy,valence_delta,energy_delta,tod_morning,tod_afternoon,tod_evening,tod_night,platform_mobile,platform_desktop,map_score,map_w_content,map_w_collab,ap_before,ap_after,map_tier,map_improved,like_sim,dislike_sim,feedback_score,feedback_applied
1064,SUMMERIDE,Jay Park,896,0.7548835650608821,0.8639033659175968,0.31880436163402276,0.8,0.2,0.722867675630274,False,True,False,0.9379905654058357,0.8096767692435114,0.728153909568567,0.7961941804520483,0.6,1.0,156463.3,0.375,156463.3,0.9630188679245283,0.639,0.776,0.05900000000000005,0.04399999999999993,0,0,0,0,0,0,0.7548835650608821,0.8,0.2,0.0,0.0,defaults,False,0.9333871066574684,0.9685308172373523,0.8411935336106521,True
3073,Sundress,A$AP Rocky,45,0.7318804749198985,0.8158598513722803,0.39596296911037127,0.8,0.2,0.739260216982554,True,False,False,0.9771584608478721,0.6722992338201954,0.6449939152021998,0.6902162513718697,0.6,1.0,158206.0,0.0,158206.0,0.9630188679245283,0.639,0.776,0.10099999999999998,0.06600000000000006,0,0,0,0,0,0,0.7318804749198985,0.8,0.2,0.0,0.0,defaults,False,0.9883437504267031,0.9579382590591715,0.8367959482360751,True
573,Late Night,Loco,1157,0.7311502049369388,0.8596166599209922,0.21728438500072517,0.8,0.2,0.7195668548616927,True,False,False,0.9694305681061706,0.7448154581379083,0.7002864057985474,0.7555884832616567,0.6,1.0,85716.44444444444,0.4444444444444444,85716.44444444444,0.9630188679245283,0.639,0.776,0.16100000000000003,0.134,0,0,0,0,0,0,0.7311502049369388,0.8,0.2,0.0,0.0,defaults,False,0.9869388245335127,0.954532293415899,0.8363253936138128,True
4436,Time of Our Lives,Pitbull,1506,0.7282493232101988,0.7892870617166996,0.4840983691841951,0.8,0.2,0.7125385339368586,False,True,False,0.9249164732363366,0.7065071855663458,0.6442148458274845,0.7799714223764935,0.6,1.0,229360.0,0.0,229360.00000000003,0.9630188679245283,0.639,0.776,0.08099999999999996,0.02400000000000002,0,0,0,0,0,0,0.7282493232101988,0.8,0.2,0.0,0.0,defaults,False,0.9522452211490569,0.9029137905831947,0.8333401314382768,True
407,Best Friend,Pharrell Williams,1489,0.7242172254338918,0.8418550184849453,0.2536660532296774,0.8,0.2,0.7333140585843384,True,True,False,0.97259193060033,0.8540365496967641,0.6017169148088981,0.8107230430474032,0.3333333333333333,1.0,133028.88888888888,0.5555555555555556,133028.88888888888,0.9630188679245283,0.639,0.776,0.019000000000000017,0.026000000000000023,0,0,0,0,0,0,0.7242172254338918,0.8,0.2,0.0,0.0,defaults,False,0.9759114780229905,0.956117959520416,0.8257670769367056,True
4726,Blue Hair,TV Girl,1828,0.719197625974465,0.7817998902975084,0.46878856868229124,0.8,0.2,0.7218488943804927,True,True,False,0.9641407601029665,0.6549982706179416,0.6628749978297014,0.7137404461595462,0.3333333333333333,1.0,217000.0,0.0,216999.99999999997,0.9630188679245283,0.639,0.776,0.241,0.05600000000000005,0,0,0,0,0,0,0.719197625974465,0.8,0.2,0.0,0.0,defaults,False,0.9796719220362708,0.9499847594364602,0.8231022506980542,True
1029,That Girl,Pharrell Williams,1489,0.7145535664384602,0.8366759663030173,0.22606396698023157,0.8,0.2,0.7483021989780592,False,True,False,0.957481089426951,0.8540365496967641,0.6292461541808994,0.8107230430474032,0.3333333333333333,2.0,56668.27272727273,0.8181818181818181,88166.54545454547,0.9630188679245283,0.639,0.776,0.06099999999999994,0.02400000000000002,0,0,0,0,0,0,0.7145535664384602,0.8,0.2,0.0,0.0,defaults,False,0.9760547346091647,0.9377694303763463,0.8198161007459404,True
2180,Didn't Cha Know,Erykah Badu,601,0.7309687933798664,0.7906690906189517,0.4921676044235251,0.8,0.2,0.8491968855853265,False,True,False,0.9118368022433525,0.7664279469823199,0.7220220459770693,0.7593543423278551,0.3333333333333333,4.0,77722.2697368421,0.5855263157894737,98715.38490600948,0.9630188679245283,0.639,0.776,0.18099999999999994,0.29600000000000004,0,0,0,0,0,0,0.7309687933798664,0.8,0.2,0.0,0.0,defaults,False,0.915301703969836,0.9474739162329487,0.8160645213242276,True
1664,Crazy,Gnarls Barkley,723,0.7125513706419153,0.8629658710423214,0.11089336904029069,0.8,0.2,0.7362231387150696,False,True,False,0.9708644039342332,0.8789546837397653,0.6164460863798397,0.8719402717051657,0.3333333333333333,2.0,6883.0,1.0,10706.0,0.9630188679245283,0.639,0.776,0.029000000000000026,0.03600000000000003,0,0,0,0,0,0,0.7125513706419153,0.8,0.2,0.0,0.0,defaults,False,0.9740247842787431,0.9503856458639581,0.8146816767527465,True
1977,15,pH-1,2169,0.7096438614336597,0.8219669316664584,0.26035158050246404,0.8,0.2,0.7158887458754111,True,False,False,0.9717520459698125,0.7448154581379083,0.5870367322571013,0.7555884832616567,0.6,1.0,129456.0,0.5,129456.0,0.9630188679245283,0.639,0.776,0.119,0.006000000000000005,0,0,0,0,0,0,0.7096438614336597,0.8,0.2,0.0,0.0,defaults,False,0.9592851583033944,0.9443117909977815,0.8085670507251217,True
375,One Nation,Jay Park,896,0.7014734802853783,0.8341313839228166,0.1708418657356247,0.8,0.2,0.7062769606364871,True,False,False,0.9699483279971339,0.7448154581379083,0.6265708130931332,0.7555884832616567,0.6,1.0,73339.0,0.6,73339.0,0.9630188679245283,0.639,0.776,0.0010000000000000009,0.07399999999999995,0,0,0,0,0,0,0.7014734802853783,0.8,0.2,0.0,0.0,defaults,False,0.9788871324133008,0.9510594376252072,0.804927732484327,True
495,TMI,GRAY,694,0.7045529768804802,0.8318253354198883,0.19546354272284755,0.8,0.2,0.7121132072916503,True,False,False,0.9766437205916976,0.7448154581379083,0.6013263979792395,0.7555884832616567,0.6,1.0,88603.42857142857,0.5714285714285714,88603.42857142857,0.9630188679245283,0.639,0.776,0.009000000000000008,0.04600000000000004,0,0,0,0,0,0,0.7045529768804802,0.8,0.2,0.0,0.0,defaults,False,0.9684116867330821,0.9536908805308895,0.8043383067942269,True
781,Pick Up The Phone,Ciara,384,0.6970499118739253,0.8094799949731926,0.24732957947685608,0.8,0.2,0.7241158649613657,False,True,False,0.9470613252268737,0.8476778554250279,0.59749937179304,0.7878980033553121,0.3333333333333333,1.0,118943.0,0.5,118943.0,0.9630188679245283,0.639,0.776,0.129,0.22599999999999998,0,0,0,0,0,0,0.6970499118739253,0.8,0.2,0.0,0.0,defaults,False,0.9636531853757629,0.9221981644718142,0.8017062345922913,True
862,Jigoobon Music (Feat. Kero One),Dynamicduo,548,0.6998994780205359,0.8296546241917946,0.1808788933355009,0.8,0.2,0.7017714652646471,True,False,False,0.9725505722568999,0.7448154581379083,0.6066060119894143,0.7555884832616567,0.6,1.0,92206.5,0.6666666666666666,92206.5,0.9630188679245283,0.639,0.776,0.179,0.15400000000000003,0,0,0,0,0,0,0.6998994780205359,0.8,0.2,0.0,0.0,defaults,False,0.9689067191333186,0.9497711474346181,0.8006172642736078,True
782,ON IT (Feat. DJ Wegun),Jay Park,896,0.7007977159423375,0.8357618495944801,0.16094118133376714,0.8,0.2,0.6826501634051017,True,True,False,0.9653196569108407,0.8124516747484067,0.5674755851603968,0.800885732289965,0.6,1.0,129932.0,1.0,129932.0,0.9630188679245283,0.639,0.776,0.189,0.07600000000000007,0,0,0,0,0,0,0.7007977159423375,0.8,0.2,0.0,0.0,defaults,False,0.951286934101014,0.9329986605714081,0.79958406405836,True
1441,SUMMER HOLiDAY (`97 In Love),KIRIN,990,0.6966977736522231,0.8294142434252487,0.16583189456011982,0.8,0.2,0.7010409877176514,True,False,False,0.9710896171629086,0.7448154581379083,0.6100058707606153,0.7555884832616567,0.6,1.0,80058.66666666667,0.6666666666666666,80058.66666666667,0.9630188679245283,0.639,0.776,0.029000000000000026,0.16399999999999992,0,0,0,0,0,0,0.6966977736522231,0.8,0.2,0.0,0.0,defaults,False,0.9726916304857253,0.9505779204171979,0.7983896787145011,True
882,Whatever You Do,Crush,433,0.6923804688835425,0.8358818914582307,0.1183747785847899,0.8,0.2,0.6881589548461189,False,True,False,0.9294949975220169,0.8503761326747827,0.6253259229758242,0.8254559245260098,0.6,1.0,66209.72727272728,0.8181818181818182,66209.72727272728,0.9630188679245283,0.639,0.776,0.10099999999999998,0.08399999999999996,0,0,0,0,0,0,0.6923804688835425,0.8,0.2,0.0,0.0,defaults,False,0.9553227899102358,0.9071939762303073,0.7975385106105518,True
2986,You Know What,N.E.R.D,1340,0.7112913339469249,0.8388710035899644,0.200972655374767,0.8,0.2,0.7047045115898662,False,True,False,0.9177944033010269,0.8540365496967641,0.7463444779469873,0.8107230430474032,0.3333333333333333,2.0,1278.5,0.5,292.0,0.9630188679245283,0.639,0.776,0.30099999999999993,0.014000000000000012,0,0,0,0,0,0,0.7112913339469249,0.8,0.2,0.0,0.0,defaults,False,0.9219033408376869,0.9563371488368846,0.796594906430854,True
919,SEATTLE 2 SEOUL,Jay Park,896,0.7097222320563212,0.8284219149094589,0.2349235006437701,0.8,0.2,0.700334913858577,False,True,False,0.9135898952919451,0.8124516747484067,0.691180475161465,0.800885732289965,0.6,1.0,108927.25,0.5,108927.24999999999,0.9630188679245283,0.639,0.776,0.09899999999999998,0.06600000000000006,0,0,0,0,0,0,0.7097222320563212,0.8,0.2,0.0,0.0,defaults,False,0.9109178448130137,0.9336639507317283,0.7962647953538796,True
971,Missing You (Feat. Kim Yuna),G-DRAGON,682,0.6895349841451711,0.8178636193720461,0.17622044323767086,0.8,0.2,0.6920740446486164,True,False,False,0.973025601997784,0.6819439227470836,0.6678624893043977,0.6627078826625462,0.6,1.0,83552.72727272728,0.6363636363636364,83552.72727272728,0.9630188679245283,0.639,0.776,0.14100000000000001,0.014000000000000012,0,0,0,0,0,0,0.6895349841451711,0.8,0.2,0.0,0.0,defaults,False,0.9889879224325728,0.9566366802131077,0.7949040248323214,True
551,Mutan,Drunken Tiger,540,0.6904156795784985,0.839828583660065,0.09276406325223276,0.8,0.2,0.6810369930279749,True,False,False,0.9660875232980237,0.7153668943689689,0.6864610452086082,0.7367366375211161,0.6,1.0,42597.8,0.8,42597.8,0.9630188679245283,0.639,0.776,0.20099999999999996,0.17399999999999993,0,0,0,0,0,0,0.6904156795784985,0.8,0.2,0.0,0.0,defaults,False,0.978251367498006,0.9499956434158042,0.7938919611447395,True
576,LOVE STORY,Epik High,596,0.6923740251834122,0.8383800537643908,0.10834991085949691,0.8,0.2,0.6865990870284759,True,False,False,0.9705603685361187,0.7465117950305449,0.6328134296480599,0.7611792692382244,0.6,1.0,60562.833333333336,0.8333333333333334,60562.833333333336,0.9630188679245283,0.639,0.776,0.121,0.08399999999999996,0,0,0,0,0,0,0.6923740251834122,0.8,0.2,0.0,0.0,defaults,False,0.9758523387571839,0.9578545167169222,0.7935588234671829,True
2278,Lovely,Crush,433,0.6863536385433735,0.8562788414444327,0.006652826939136359,0.8,0.2,0.6753500303914015,False,True,False,0.93554960771289,0.8503761326747827,0.6662510314489346,0.8254559245260098,0.6,1.0,5371.0,1.0,5371.0,0.9630188679245283,0.639,0.776,0.02100000000000002,0.08399999999999996,0,0,0,0,0,0,0.6863536385433735,0.8,0.2,0.0,0.0,defaults,False,0.9611650136230432,0.9133122474776489,0.7920406931347567,True
2277,I Fancy You,Crush,433,0.7051128278726484,0.8800778519295294,0.005252731645124609,0.8,0.2,0.6795118029515662,False,True,False,0.9438731528332195,0.8503761326747827,0.7104846442701472,0.8254559245260098,0.6,1.0,4240.666666666667,1.0,4240.666666666667,0.9630188679245283,0.639,0.776,0.019000000000000017,0.026000000000000023,0,0,0,0,0,0,0.7051128278726484,0.8,0.2,0.0,0.0,defaults,False,0.9342568152040462,0.9717848240614677,0.7910329076215687,True
