track_id,track_name,artist_name,artist_id,hybrid_score,s_content,s_collab,w_content,w_collab,pre_score,from_content,from_tag,from_neighbor,long_term_sim,tag_cosine,mood_sim,cluster_tag_sim,tag_jaccard,group_listener_count,group_avg_ms,group_skip_rate,weighted_nbr_avg_ms,recent_skip_pct,recent_avg_valence,recent_avg_energy,valence_delta,energy_delta,tod_morning,tod_afternoon,tod_evening,tod_night,platform_mobile,platform_desktop,map_score,map_w_content,map_w_collab,ap_before,ap_after,map_tier,map_improved,like_sim,dislike_sim,feedback_score,feedback_applied
2180,Didn't Cha Know,Erykah Badu,601,0.7665611815548117,0.8376061343851455,0.4823813702334764,0.8,0.2,0.8713298129489008,False,True,False,0.9416280005957812,0.8500758798147531,0.6911955231218825,0.8446000152758616,0.3333333333333333,4.0,77722.2697368421,0.5855263157894737,82914.02229857887,0.5970372621695083,0.458,0.561,0.36199999999999993,0.08100000000000007,0,0,0,0,0,0,0.7487999433472282,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.972493484306768,0.9587122035778707,0.8488055479236845,True
296,Running Through The Rain,YUGYEOM,2056,0.7841243480329677,0.9322878914216766,0.19147017447813203,0.8,0.2,0.7083418598210236,True,True,False,0.9620979321818103,0.9489644686505925,0.7116469572080573,0.9506931649088338,0.6,1.0,147692.5,0.5,0.0,0.5970372621695083,0.458,0.561,0.182,0.15899999999999992,0,0,0,0,0,0,0.7470834621857905,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9923566969644935,0.9942163525921032,0.8459472007567179,True
2408,Frontin' (feat. JAY-Z) - Club Mix,Pharrell Williams,1489,0.7586426788094494,0.8336339248102566,0.45867769480622056,0.8,0.2,0.8955384508779572,False,True,False,0.9395027199686398,0.9214259041472943,0.608271904571283,0.9069853656779407,0.3333333333333333,4.0,76592.20833333333,0.75,98884.44934458371,0.5970372621695083,0.458,0.561,0.302,0.16100000000000003,0,0,0,0,0,0,0.7398948673092476,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.968347775966996,0.9446430769730783,0.8414705847047308,True
3386,Can't Wait,Doja Cat,519,0.7532189808191194,0.8202052623549478,0.48527385467580564,0.8,0.2,0.7298391125334128,True,False,False,0.9513525219516102,0.790823808108931,0.6455025696026231,0.7128650111325462,0.6,1.0,230309.0,0.0,230309.0,0.5970372621695083,0.458,0.561,0.38199999999999995,0.22899999999999998,0,0,0,0,0,0,0.7364724104351622,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9787398213493735,0.9755501720151396,0.8349843224369464,True
1064,SUMMERIDE,Jay Park,896,0.7705337933886124,0.9076916965221375,0.22190218085451138,0.8,0.2,0.6992179599399133,True,False,False,0.9628576512080886,0.9014456716793451,0.7188876168701044,0.8513724279021924,0.6,1.0,156463.3,0.375,0.0,0.5970372621695083,0.458,0.561,0.12199999999999994,0.2589999999999999,0,0,0,0,0,0,0.736244317605231,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9885615040749974,0.9975887582243448,0.8332950171828613,True
2835,Out The Way,Dear Silas,492,0.7525159219411324,0.8457553534709749,0.3795581958217618,0.8,0.2,0.772201456903051,True,False,True,0.9578750503820185,0.8213101082393158,0.7053350540179449,0.8184172845725355,0.3333333333333333,1.0,144962.0,0.0,144962.0,0.5970372621695083,0.458,0.561,0.292,0.018999999999999906,0,0,0,0,0,0,0.7292060640586716,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9872783023654897,0.9758293406683474,0.8302236866346491,True
2936,John Redcorn,SiR,1725,0.7449356535605847,0.8333601114760086,0.3912378218988888,0.8,0.2,0.8476827014482573,True,False,False,0.9625923146328774,0.8213101082393158,0.6598836834434717,0.8184172845725355,0.3333333333333333,3.0,78968.5,0.5,68348.83187379365,0.5970372621695083,0.458,0.561,0.192,0.12100000000000005,0,0,0,0,0,0,0.7228295390817286,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9911266240441208,0.974368462650187,0.8252938337649274,True
5648,act iv: fckin u (18+),4batz,27,0.7468485375135374,0.8433510787411995,0.3608383726028887,0.8,0.2,0.7410752122504656,True,False,False,0.9613667725320006,0.8219686802432189,0.6782593296494526,0.8450389647593359,0.3333333333333333,1.0,129849.0,0.0,129849.0,0.5970372621695083,0.458,0.561,0.10200000000000004,0.018999999999999906,0,0,0,0,0,0,0.7227229022066218,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9908751701926154,0.9837103132205439,0.8232433906202976,True
2101,PERFUME (Feat. Cha Cha Malone),sokodomo,2183,0.7522220966000105,0.8757880156171294,0.2579584205315348,0.8,0.2,0.6892629620732936,True,False,False,0.9624806490125043,0.8526131878352076,0.7042084252546049,0.7651072335664041,0.6,1.0,129829.9693877551,0.11224489795918367,0.0,0.5970372621695083,0.458,0.561,0.21200000000000002,0.119,0,0,0,0,0,0,0.7213306168457307,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9897053316828011,0.9800912651294762,0.8222239633246758,True
985,A.O.M.G.,Loco,1157,0.7395896110870327,0.8643960004266809,0.2403640537284395,0.8,0.2,0.6846730830425123,True,False,False,0.9533008909509416,0.8526131878352076,0.6954995684374466,0.7651072335664041,0.6,1.0,145906.5,0.25,0.0,0.5970372621695083,0.458,0.561,0.39199999999999996,0.18899999999999995,0,0,0,0,0,0,0.7083880137521205,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9877614880990829,0.97628074431048,0.8094603113197493,True
3073,Sundress,A$AP Rocky,45,0.7370626087146889,0.8223375186157682,0.39596296911037127,0.8,0.2,0.7682853390732143,True,False,False,0.9622373347744991,0.790823808108931,0.6247072448952786,0.7128650111325462,0.6,1.0,158206.0,0.0,158206.0,0.5970372621695083,0.458,0.561,0.282,0.1489999999999999,0,0,0,0,0,0,0.715743881239419,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.8849554782591259,0.8797027099629774,0.8052899827245613,True
667,MURDA (Feat. Dok2),Chancellor,350,0.7467273500241863,0.8788913615878147,0.21807130376967288,0.8,0.2,0.6941206530353755,False,True,False,0.9253767938509366,0.9696612805495359,0.6477326574367632,0.9346347837430282,0.6,1.0,136822.33333333334,0.3333333333333333,0.0,0.5970372621695083,0.458,0.561,0.28800000000000003,0.018999999999999906,0,0,0,0,0,0,0.7136863471332793,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9389900688235429,0.9559946130382506,0.8041844451726919,True
4445,Cable Box,Mac Miller,1214,0.7176817077781035,0.759396858291547,0.5508211057243286,0.8,0.2,0.7072317155304451,True,False,False,0.9519703710205736,0.6762422004216838,0.6766827232208408,0.607974191476892,0.3333333333333333,1.0,283227.0,0.0,283227.0,0.5970372621695083,0.458,0.561,0.188,0.06899999999999995,0,0,0,0,0,0,0.7072529201497424,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9676655121248328,0.9730553967156189,0.8029414944440684,True
537,Summer Night,GRAY,694,0.7472977098819867,0.9238913878902262,0.040922997849028926,0.8,0.2,0.706438221316853,False,True,False,0.9577918088635669,0.9502115844253478,0.7086999479685192,0.9266709616431538,0.6,1.0,66076.4,1.0,0.0,0.5970372621695083,0.458,0.561,0.39199999999999996,0.29899999999999993,0,0,0,0,0,0,0.7031492903799269,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9872214399975532,0.9882115593433839,0.8016734105105161,True
136,말라깽이 (Malla Gang) (Feat. E SENS),Zion.T,2096,0.7348077185006916,0.8709143664840138,0.19038112656740275,0.8,0.2,0.6841784547034685,True,False,False,0.952311634272854,0.8526131878352076,0.7157526900378758,0.7651072335664041,0.6,1.0,92112.33333333333,0.3333333333333333,0.0,0.5970372621695083,0.458,0.561,0.342,0.031000000000000028,0,0,0,0,0,0,0.700781056504861,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.984914753910844,0.9730091047661906,0.8016536617248762,True
2986,You Know What,N.E.R.D,1340,0.7330853790113052,0.8659546483497361,0.20160830165758167,0.8,0.2,0.7273237688303819,True,True,False,0.9459555962500742,0.8967298535267241,0.7081889331904716,0.8841411696959727,0.3333333333333333,2.0,1278.5,0.5,1318.3475418392886,0.5970372621695083,0.458,0.561,0.48199999999999993,0.22899999999999998,0,0,0,0,0,0,0.6998680616766976,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9857054348682631,0.9763089276004022,0.800317906617096,True
2790,Belong in the Sun,¿Téo?,2207,0.7281151903719255,0.8517423013928711,0.23360674628814326,0.8,0.2,0.7388102932138756,True,False,False,0.9642885164319406,0.790823808108931,0.700135005866472,0.7128650111325462,0.6,1.0,80953.33333333333,0.3333333333333333,80953.33333333333,0.5970372621695083,0.458,0.561,0.202,0.1389999999999999,0,0,0,0,0,0,0.6972084126166891,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9911217509719155,0.988111411957711,0.7969226555167215,True
2303,Friday ya,Crush,433,0.7296574636249905,0.8630045090856768,0.19626928178224481,0.8,0.2,0.6968450295277042,False,True,False,0.9386054252852694,0.9502115844253478,0.5890630668401351,0.9266709616431538,0.6,1.0,126947.5294117647,0.4117647058823529,0.0,0.5970372621695083,0.458,0.561,0.282,0.119,0,0,0,0,0,0,0.6963207022598188,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.9640961926350622,0.9471619807095809,0.7961171639084212,True
2999,SALAD,Oblé Reed,1414,0.7145907200705239,0.7896116743292917,0.4145069030354523,0.8,0.2,0.7465992498863161,True,False,True,0.9646977994756017,0.6762422004216838,0.7282080519188343,0.607974191476892,0.3333333333333333,1.0,173177.0,0.0,173177.0,0.5970372621695083,0.458,0.561,0.21200000000000002,0.1289999999999999,0,0,0,0,0,0,0.6958354815058319,0.75,0.25,0.0056924740732474345,0.005741155592411924,fallback-tier1,True,0.996455817321781,0.993573517654427,0.7960575231714808,True
