track_id,track_name,artist_name,artist_id,hybrid_score,s_content,s_collab,w_content,w_collab,pre_score,from_content,from_tag,from_neighbor,long_term_sim,tag_cosine,mood_sim,cluster_tag_sim,tag_jaccard,group_listener_count,group_avg_ms,group_skip_rate,weighted_nbr_avg_ms,recent_skip_pct,recent_avg_valence,recent_avg_energy,valence_delta,energy_delta,tod_morning,tod_afternoon,tod_evening,tod_night,platform_mobile,platform_desktop,map_score,map_w_content,map_w_collab,ap_before,ap_after,map_tier,map_improved
2180,Didn't Cha Know,Erykah Badu,601,0.7072492451311616,0.7715289974052427,0.4501302360348367,0.8,0.2,0.8019129249199304,True,False,False,0.9296781122762459,0.7492757425668197,0.7118440377623607,0.6888162420587582,0.3333333333333333,4.0,77722.2697368421,0.5855263157894737,47513.440301103685,0.24761904761904757,0.421,0.438,0.39899999999999997,0.04199999999999998,0,0,0,0,0,0,0.6268995547885601,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
681,Dontcha,The Internet,1885,0.7196687018278181,0.7972184517643484,0.4094697020816964,0.8,0.2,0.8021947197110796,False,True,True,0.9207307824819226,0.8208158904707323,0.6568542187976962,0.7835498912665404,0.6,2.0,152029.1875,0.25,145005.8837932107,0.24761904761904757,0.421,0.438,0.15899999999999997,0.08800000000000002,0,0,0,0,0,0,0.622731514407155,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
4187,Prototype,Outkast,1445,0.6532458006796358,0.6789827509633617,0.5502979995447321,0.8,0.2,0.7240997452506559,True,True,False,0.9134922973214243,0.8067474292276671,0.42567021256309034,0.7455482602061863,0.6,1.0,326240.0,0.0,326240.0,0.24761904761904757,0.421,0.438,0.23099999999999998,0.068,0,0,0,0,0,0,0.6210746128249784,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
2795,Jammin,RUBII,1558,0.7328722089086872,0.8224360447211925,0.3746168656586659,0.8,0.2,0.7502660720953316,False,True,False,0.9308669736764899,0.8208158904707323,0.6749976704583132,0.7835498912665404,0.6,2.0,124862.5,0.26666666666666666,113462.99999999999,0.24761904761904757,0.421,0.438,0.36900000000000005,0.057999999999999996,0,0,0,0,0,0,0.6209174141430556,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
2408,Frontin' (feat. JAY-Z) - Club Mix,Pharrell Williams,1489,0.7189952512230195,0.7981421892373659,0.4024074991656343,0.8,0.2,0.7784599294941151,False,True,False,0.9342208872971633,0.8067474292276671,0.6275534117068293,0.7455482602061863,0.6,4.0,76592.20833333333,0.75,21024.236131535654,0.24761904761904757,0.421,0.438,0.339,0.03799999999999998,0,0,0,0,0,0,0.6200615787050867,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
4067,act ii: date @ 8,4batz,27,0.7408097668396363,0.8454953514962691,0.32206742821310486,0.8,0.2,0.739675931455987,True,False,False,0.9390172852348604,0.8208158904707323,0.6963696802083978,0.7835498912665404,0.6,1.0,113684.0,0.0,113684.0,0.24761904761904757,0.421,0.438,0.329,0.018000000000000016,0,0,0,0,0,0,0.6099527860188452,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
5648,act iv: fckin u (18+),4batz,27,0.7317764930661818,0.8298644943497668,0.3394244879318414,0.8,0.2,0.736415978404025,False,True,False,0.9324973791309364,0.8208158904707323,0.6861373255856411,0.7835498912665404,0.6,1.0,129849.0,0.0,129849.00000000001,0.24761904761904757,0.421,0.438,0.13900000000000007,0.14199999999999996,0,0,0,0,0,0,0.6091664914617004,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
3160,Good & Plenty,Alex Isley,98,0.7019864052209033,0.7767240913797575,0.40303566058548607,0.8,0.2,0.8087103192595068,False,True,False,0.9270860608418999,0.8208158904707323,0.5797187016730672,0.7835498912665404,0.6,3.0,102698.33333333333,0.5,89220.28457181892,0.24761904761904757,0.421,0.438,0.07100000000000001,0.182,0,0,0,0,0,0,0.6085642975223353,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
4673,Root of all Evil,Daniel Caesar,478,0.6582592796936773,0.7019540919863614,0.483480030522941,0.8,0.2,0.7048373321493729,True,False,False,0.9509833856076486,0.6167076430056917,0.5826322900969615,0.7087874548239235,0.14285714285714285,1.0,264011.0,0.0,264011.0,0.24761904761904757,0.421,0.438,0.15899999999999997,0.11200000000000004,0,0,0,0,0,0,0.6036407643278222,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
3041,Lemonhaze,PawPaw Rod,1480,0.6590690684797129,0.7068391499140461,0.46798874274237984,0.8,0.2,0.7291317049625483,False,False,True,0.9250834648247424,0.6154293090288341,0.7013293693630128,0.7201614038862684,0.14285714285714285,2.0,156425.0,0.0,156478.0,0.24761904761904757,0.421,0.438,0.329,0.09200000000000003,0,0,0,0,0,0,0.5993564666867963,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
4407,Root of all Evil,Daniel Caesar,478,0.6546331413468697,0.7019540919863614,0.46534933878890294,0.8,0.2,0.7048373321493729,True,False,False,0.9509833856076486,0.6167076430056917,0.5826322900969615,0.7087874548239235,0.14285714285714285,1.0,247125.5,0.0,247125.5,0.24761904761904757,0.421,0.438,0.15899999999999997,0.11200000000000004,0,0,0,0,0,0,0.5954819530475051,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
1775,Got It Like That,Cha Cha Malone,346,0.7090108025330439,0.8043570207754829,0.32762592956328745,0.8,0.2,0.7279599731829691,False,True,False,0.9200862849400735,0.8208158904707323,0.6770132051070772,0.7835498912665404,0.6,1.0,165897.18181818182,0.25252525252525254,165897.18181818182,0.24761904761904757,0.421,0.438,0.27899999999999997,0.27199999999999996,0,0,0,0,0,0,0.5898280297299949,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
1245,SNB,MIKNNA,1201,0.6891687484276919,0.7710713456802218,0.3615583594175721,0.8,0.2,0.7200727996047751,False,True,True,0.8910612072599282,0.8208158904707323,0.7199570602521157,0.7835498912665404,0.6,1.0,187715.6,0.2,187715.6,0.24761904761904757,0.421,0.438,0.07900000000000001,0.062,0,0,0,0,0,0,0.5867905018620294,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
460,Beige,Terrace Martin,1855,0.6696410622031228,0.7369801904837645,0.40028454908055594,0.8,0.2,0.7812808632677882,True,False,False,0.9573872067590539,0.6273447353288957,0.6261877462921275,0.7250983636793451,0.14285714285714285,3.0,102373.66666666667,0.5,84420.61356864501,0.24761904761904757,0.421,0.438,0.13900000000000007,0.14199999999999996,0,0,0,0,0,0,0.5854671518523207,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
2835,Out The Way,Dear Silas,492,0.7203625458292402,0.830996686068274,0.27782598487310484,0.8,0.2,0.6626075070346882,True,False,False,0.9420144068852363,0.77050151796035,0.7197200562075059,0.6990665777647029,0.6,1.0,144962.0,0.0,0.0,0.24761904761904757,0.421,0.438,0.329,0.14199999999999996,0,0,0,0,0,0,0.5820698705304479,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
296,Running Through The Rain,YUGYEOM,2056,0.7226453197232885,0.8386606932030436,0.25858382580426786,0.8,0.2,0.7128761075919601,False,True,False,0.9231647659482011,0.8412216922122215,0.7175566591567959,0.8199801299213423,0.6,1.0,147692.5,0.5,147692.5,0.24761904761904757,0.421,0.438,0.21900000000000003,0.282,0,0,0,0,0,0,0.5776261028735945,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
4726,Blue Hair,TV Girl,1828,0.6412336837514401,0.693291533099974,0.43300228635730403,0.8,0.2,0.6949273087787183,True,False,False,0.9566767153311009,0.5529242018437881,0.6461783680167201,0.4496380632843085,0.3333333333333333,1.0,217000.0,0.0,217000.0,0.24761904761904757,0.421,0.438,0.459,0.282,0,0,0,0,0,0,0.5761613720657726,0.55,0.45,0.006213808075488407,0.013077286640866662,primary,True
