user,track_id,n_plays,avg_ms,skip_count,meaningful_pct,skip_rate,weight
andy,49,35,170232.3142857143,10,0.7142857142857143,0.2857142857142857,2.559656384611507
andy,50,27,117654.44444444444,14,0.48148148148148145,0.5185185185185185,1.6043947641584313
andy,51,28,93574.32142857143,9,0.6428571428571429,0.32142857142857145,2.1646901764198763
andy,52,21,38324.47619047619,10,0.47619047619047616,0.47619047619047616,1.4719249777896741
andy,53,14,73446.28571428571,10,0.2857142857142857,0.7142857142857143,0.7737286288863456
andy,54,11,126425.90909090909,8,0.2727272727272727,0.7272727272727273,0.6777018135785455
andy,55,9,127194.33333333333,5,0.4444444444444444,0.5555555555555556,1.023371152441798
andy,56,30,66723.26666666666,22,0.23333333333333334,0.7333333333333333,0.8012636810465341
andy,57,2,2151.0,2,0.0,1.0,0.0
andy,58,6,9600.5,6,0.0,1.0,0.0
andy,59,11,43859.09090909091,10,0.09090909090909091,0.9090909090909091,0.22590060452618185
andy,60,11,71886.27272727272,7,0.36363636363636365,0.6363636363636364,0.9036024181047274
andy,61,7,110953.0,4,0.42857142857142855,0.5714285714285714,0.891189232148501
andy,62,3,63747.0,2,0.3333333333333333,0.6666666666666666,0.46209812037329684
andy,63,9,101745.77777777778,7,0.2222222222222222,0.7777777777777778,0.511685576220899
andy,64,1,136646.0,0,1.0,0.0,0.6931471805599453
andy,65,7,56034.57142857143,5,0.2857142857142857,0.7142857142857143,0.5941261547656673
andy,66,6,38898.333333333336,5,0.16666666666666666,0.8333333333333334,0.3243183581758855
andy,67,34,136953.85294117648,11,0.6764705882352942,0.3235294117647059,2.4050883945369566
andy,68,4,36784.5,3,0.25,0.75,0.40235947810852507
andy,69,11,74854.0,6,0.45454545454545453,0.5454545454545454,1.1295030226309093
andy,70,16,65189.8125,12,0.25,0.75,0.708303336014054
andy,71,15,27647.2,14,0.06666666666666667,0.9333333333333333,0.18483924814931874
andy,72,44,78614.81818181818,29,0.29545454545454547,0.6590909090909091,1.1246957356139582
andy,73,61,122054.95081967213,27,0.5245901639344263,0.4426229508196721,2.165054103630212
andy,74,1,7546.0,1,0.0,1.0,0.0
andy,75,1,11796.0,1,0.0,1.0,0.0
andy,76,1,58103.0,1,0.0,1.0,0.0
andy,77,15,101076.8,12,0.13333333333333333,0.8,0.36967849629863747
andy,78,8,22709.75,7,0.125,0.875,0.27465307216702745
andy,79,13,85058.0,9,0.3076923076923077,0.6923076923076923,0.812017639881618
andy,80,6,74303.5,4,0.3333333333333333,0.6666666666666666,0.648636716351771
andy,81,5,75739.4,4,0.2,0.8,0.358351893845611
andy,82,8,104505.875,4,0.5,0.5,1.0986122886681098
andy,83,7,131355.7142857143,5,0.2857142857142857,0.7142857142857143,0.5941261547656673
andy,84,15,40829.6,13,0.13333333333333333,0.8666666666666667,0.36967849629863747
andy,85,6,22574.666666666668,6,0.0,1.0,0.0
andy,86,8,105668.75,5,0.375,0.625,0.8239592165010823
andy,87,2,18267.0,2,0.0,1.0,0.0
andy,88,1,21653.0,1,0.0,1.0,0.0
andy,89,1,4883.0,1,0.0,1.0,0.0
andy,90,1,10961.0,1,0.0,1.0,0.0
andy,91,5,144270.6,4,0.2,0.8,0.358351893845611
andy,92,1,22131.0,1,0.0,1.0,0.0
andy,93,23,51908.65217391304,17,0.17391304347826086,0.7391304347826086,0.5527050139735558
andy,94,2,6353.0,2,0.0,1.0,0.0
andy,95,1,9785.0,1,0.0,1.0,0.0
andy,96,6,169002.83333333334,4,0.3333333333333333,0.6666666666666666,0.648636716351771
