spotify_track_uri,track_name,artist_name,album_name,tags,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,key,mode,time_signature,track_id,artist_id
spotify:track:1OIlTAjMA7YeQN80RDP9XG,pressure,Orion Sun,Getaway,"['r&b', 'r&b, funk & soul', 'soul']",0.55,0.34,0.29,131.85,-10.74,0.56,0.02,0.03,0.11,6.0,0.0,4.0,2761,1441
spotify:track:4V1Dk6gZ3U6qmrdJX4RQEg,WEATHERED,SAILORR,WEATHERED,"['r&b', 'r&b, funk & soul']",0.43,0.41,0.22,77.81,-12.02,0.91,0.04,0.08,0.11,1.0,1.0,4.0,2762,1629
spotify:track:1jASJWOio1y6HX9noE7FWi,Indeed,Cruza,Dog Daze,"['alternative', 'electro', 'electronic', 'rock']",0.52,0.75,0.53,74.35,-6.2,0.09,0.0,0.48,0.15,10.0,1.0,4.0,2763,434
spotify:track:1ObS8I1dTlxdYM59TsZAmi,Days,Ravyn Lenae,Bird's Eye,"['r&b', 'r&b, funk & soul']",0.72,0.56,0.63,114.97,-8.68,0.35,0.36,0.03,0.18,7.0,1.0,4.0,2764,1574
spotify:track:3SazEDQbXgBLypgnemQ4Ud,JAMEELA,Noah Guy,JAMEELA,"['r&b', 'r&b, funk & soul']",0.48,0.54,0.39,84.43,-11.53,0.22,0.0,0.07,0.82,1.0,0.0,4.0,2765,1393
spotify:track:1Qu24vc8msUVLcMZWa4k1x,Want U Around (feat. Ruel),Omar Apollo,Apolonio,['alternative'],0.57,0.44,0.62,143.92,-6.76,0.3,0.0,0.05,0.1,0.0,1.0,3.0,2766,1431
spotify:track:57jr2hYHgi4RskZK76xv3A,Open Your Eyes,MOIO,Open Your Eyes,"['r&b', 'r&b, funk & soul', 'soul']",0.6,0.72,0.41,80.19,-7.08,0.53,0.0,0.16,0.13,6.0,0.0,4.0,2767,1207
spotify:track:4W3JbQVHUioJlfvJcfPpKJ,AM/FM,rum.gold,U Street Anthology,"['r&b', 'r&b, funk & soul', 'soul']",0.57,0.53,0.53,89.95,-7.41,0.64,0.11,0.04,0.35,11.0,1.0,4.0,2768,2176
spotify:track:7yuWa5XIv2HqqZsbigXZOZ,STRANGER,greek,ACCELERATOR,"['alternative', 'r&b', 'r&b, funk & soul']",0.32,0.28,0.07,97.01,-12.67,0.78,0.0,0.04,0.12,11.0,0.0,4.0,2769,2131
spotify:track:384TJj6XyHUyNlCbdgm6Sz,MANGO (feat. Adi Oasis),KAMAUU,MANGO (feat. Adi Oasis),"['r&b', 'r&b, funk & soul', 'soul']",0.67,0.61,0.88,83.0,-7.61,0.34,0.0,0.05,0.12,2.0,0.0,4.0,2770,981
spotify:track:06SYfhYSo9iY3txHE6W9Dl,jazz is for ordinary people,berlioz,jazz is for ordinary people,"['electro', 'electronic']",0.5,0.47,0.31,118.08,-11.42,0.71,0.79,0.05,0.11,5.0,0.0,4.0,2771,2108
spotify:track:3Lqsck2T1MyyRmK1993Obk,Subside,Eloise,This Thing Called Living,"['r&b', 'r&b, funk & soul', 'soul']",0.74,0.46,0.49,81.98,-6.41,0.48,0.0,0.36,0.15,8.0,1.0,4.0,2772,583
spotify:track:4nTlYSC5KnZ51iUB8EcwAv,BOTB,RUBII,Olive Green,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul', 'soul']",0.58,0.29,0.69,77.16,-18.37,0.8,0.21,0.38,0.1,5.0,0.0,4.0,2773,1558
spotify:track:3taMsBBraU23lStSSq3QuH,Under The Magnolia Tree,Pale Jay,The Celestial Suite,"['r&b', 'r&b, funk & soul', 'soul']",0.54,0.7,0.56,172.14,-4.69,0.32,0.53,0.03,0.12,6.0,0.0,4.0,2774,1466
spotify:track:5iOSiVYNpBGzuGKk6QA6D7,Meet You Again,Ebony Loren,Meet You Again,"['jazz', 'folk', 'singer/songwriter']",0.61,0.5,0.7,160.0,-11.28,0.76,0.0,0.04,0.1,5.0,0.0,4.0,2775,562
spotify:track:55mvtucws4Mnro27744t9X,Red Room,Hiatus Kaiyote,Mood Valiant,"['alternative', 'pop', 'indie pop', 'rock', 'indie rock']",0.69,0.36,0.45,80.94,-9.78,0.63,0.0,0.05,0.12,7.0,1.0,4.0,2776,780
spotify:track:5omLpU1N0uN51OSXL62VAM,A Bird's Last Look,Macabre Plaza,Out With the Old in With the Taboo,"['alternative', 'pop', 'indie pop', 'rock', 'indie rock/pop rock']",0.55,0.72,0.86,113.86,-9.29,0.03,0.7,0.05,0.07,2.0,1.0,4.0,2777,1215
spotify:track:5tHlKei7IIgA29Vef05NYa,Us - A COLORS SHOW,FKJ,Us - A COLORS SHOW,['jazz'],0.4,0.3,0.43,57.89,-11.82,0.97,0.86,0.05,0.09,10.0,1.0,3.0,2778,620
spotify:track:7FQCZ5i5bmQ76LoGHyVcX0,Talk It Up,Sammy Rae & The Friends,The Good Life,"['jazz', 'soul', 'funk', 'indie', 'blues', 'rock', 'folk', 'pop']",0.52,0.73,0.67,112.72,-4.67,0.59,0.0,0.09,0.09,7.0,1.0,4.0,2779,1676
spotify:track:59QJsTw38Jj13WnR1qz1MC,Got To Be Good,Gotts Street Park,On The Inside,['alternative'],0.72,0.5,0.68,89.95,-9.12,0.37,0.01,0.04,0.13,5.0,1.0,4.0,2780,731
spotify:track:74fnS63JH0L2vIan7siS9X,Night Drive,RUBII,Night Drive,"['alternative', 'r&b', 'r&b, funk & soul']",0.76,0.49,0.5,144.02,-11.44,0.37,0.76,0.04,0.13,8.0,0.0,4.0,2781,1558
spotify:track:7IwPrc0AZV9uMSPitvJMxx,Shameful Game,Pale Jay,The Celestial Suite,"['r&b', 'r&b, funk & soul', 'soul']",0.66,0.57,0.65,143.87,-7.23,0.19,0.84,0.03,0.15,0.0,0.0,4.0,2782,1466
spotify:track:29eLonNk3JNVWqu58cr7rq,Mahè,Piero Umiliani,La ragazza dalla pelle di luna,"['jazz', 'soundtrack', 'film ost', 'ost']",0.43,0.38,0.71,83.36,-13.05,0.83,0.61,0.04,0.1,7.0,0.0,4.0,2783,1499
spotify:track:15vePScuEPjJeOWsnNqGgo,Casa Lopez,Venna,Casa Lopez,['jazz'],0.78,0.63,0.56,138.06,-7.19,0.17,0.0,0.17,0.16,1.0,1.0,4.0,2784,1991
spotify:track:2Qrd7OU3sCUHfVWQn1RcqW,Stuck In The Middle,Greentea Peng,GREENZONE 108,['alternative'],0.83,0.41,0.49,99.99,-9.54,0.22,0.04,0.07,0.12,1.0,1.0,4.0,2785,740
spotify:track:0301nLjG0ti26rx5ZmfqtP,"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",A Tribe Called Quest,The Low End Theory,"['hip hop', 'hip-hop & rap']",0.8,0.6,0.63,101.78,-14.0,0.11,0.0,0.34,0.11,2.0,1.0,4.0,2786,40
spotify:track:6aeht0QSwiZN1esYfniHxr,I Left My Wallet in El Segundo,A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),"['hip hop', 'hip-hop & rap', 'rock']",0.82,0.83,0.88,99.03,-6.48,0.38,0.0,0.24,0.09,7.0,1.0,4.0,2787,40
spotify:track:2hIPKg0LBYhZYmwZS6eQ20,hot slow,berlioz,open this wall,"['jazz', 'electro', 'dance']",0.65,0.43,0.24,94.96,-14.01,0.68,0.9,0.04,0.12,8.0,1.0,4.0,2788,2108
spotify:track:2YIIDMcF9zWJ2xcFSA99lH,Charge It,ENNY,We Go Again,"['hip hop', 'hip-hop & rap']",0.78,0.54,0.62,127.05,-6.79,0.35,0.59,0.11,0.2,8.0,0.0,4.0,2789,558
spotify:track:5SZo3Grs3fmbPsHZzlLB6E,Belong in the Sun,¿Téo?,¿Téo?,"['hip hop', 'hip-hop & rap', 'pop', 'r&b']",0.78,0.7,0.66,96.98,-9.45,0.36,0.08,0.07,0.12,5.0,0.0,4.0,2790,2207
spotify:track:4zwq3QUKgMNk0NSLl7fpbP,Why Why Why Why Why,SAULT,5,"['alternative', 'pop', 'r&b', 'r&b, funk & soul', 'rock', 'indie rock/pop rock']",0.81,0.61,0.69,114.76,-6.64,0.34,0.06,0.04,0.11,9.0,0.0,4.0,2791,1631
spotify:track:6DYLWAdxEJvwWmT7EkeDkX,Charmed,Σtella,Up and Away,"['alternative', 'rock']",0.78,0.36,0.79,99.0,-9.09,0.42,0.02,0.03,0.2,11.0,1.0,4.0,2792,2210
spotify:track:5crkOzXbUZ5SOSkSat7g4T,Lou's Tune,DARGZ,Lou's Tune,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.53,0.64,0.84,75.04,-8.07,0.0,0.73,0.04,0.17,10.0,0.0,4.0,2793,450
spotify:track:6AcJTLIgNpxs5ERpo03QQc,Serenade of Water,Men I Trust,Untourable Album,"['alternative', 'pop']",0.65,0.41,0.71,79.5,-10.82,0.85,0.9,0.07,0.11,8.0,0.0,4.0,2794,1275
spotify:track:34FhndFs4d8ltOVj8JqN4s,Jammin,RUBII,Olive Green,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul', 'soul']",0.86,0.38,0.79,130.04,-14.5,0.49,0.0,0.05,0.1,8.0,0.0,4.0,2795,1558
spotify:track:1w327AHTCoChRIkJUprAnV,Mirage,Orion Sun,A Collection of Fleeting Moments and Daydreams,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.68,0.47,0.48,117.12,-10.01,0.86,0.96,0.07,0.11,9.0,0.0,4.0,2796,1441
spotify:track:5SusLOd5pOU6akwkkODXf5,Envy,Ogi,Monologues,"['r&b', 'soul']",0.39,0.55,0.58,87.5,-7.4,0.63,0.0,0.09,0.11,5.0,0.0,4.0,2797,1422
spotify:track:6xHMi6HSt7yJvm3n81JZn6,Magic Hour,¿Téo?,Luna,"['electro', 'dance', 'pop']",0.64,0.55,0.89,106.07,-9.78,0.24,0.98,0.04,0.59,1.0,0.0,4.0,2798,2207
spotify:track:7er0EUMY653mxZ1NVD9mwQ,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)","Tyler, The Creator",Cherry Bomb,"['hip hop', 'hip-hop & rap', 'rock']",0.53,0.43,0.2,75.11,-7.34,0.41,0.08,0.03,0.1,9.0,0.0,4.0,2799,1970
spotify:track:01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,Mac Miller,Swimming,"['hip hop', 'hip-hop & rap']",0.27,0.24,0.12,83.51,-12.15,0.89,0.01,0.03,0.28,2.0,0.0,4.0,2800,1214
spotify:track:5d4njBTnGHcaSvjDnicA3N,Are You In The Room,CLUB INDGO,Are You In The Room,"['alternative', 'r&b', 'r&b, funk & soul', 'soul']",0.65,0.42,0.81,83.03,-12.32,0.39,0.0,0.17,0.19,11.0,1.0,4.0,2801,312
spotify:track:2uP6t2J5MEwhr9rDkAAzwh,Get You (feat. Kali Uchis),Daniel Caesar,Freudian,"['alternative', 'r&b', 'r&b, funk & soul']",0.66,0.29,0.36,74.04,-8.53,0.42,0.0,0.03,0.07,4.0,0.0,4.0,2802,478
spotify:track:1OykBmq3vmMSEOQShNIBLv,You Can't Save Me,SiR,Chasing Summer,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.62,0.58,0.55,158.28,-7.89,0.06,0.0,0.12,0.12,0.0,1.0,4.0,2803,1725
spotify:track:5RG1HRQocUAafoCrGd9lY5,LIMB,Planet Giza,Don't Throw Rocks At The Moon,"['alternative', 'hip hop', 'hip-hop & rap']",0.47,0.27,0.37,87.26,-13.79,0.88,0.0,0.04,0.27,8.0,0.0,4.0,2804,1510
spotify:track:2c2tlXfEmLgUNvxngIi1qL,DEAD MAN WALKING,Brent Faiyaz,WASTELAND,"['r&b', 'r&b, funk & soul', 'soul']",0.51,0.27,0.44,143.93,-13.76,0.28,0.0,0.05,0.1,9.0,0.0,4.0,2805,288
spotify:track:7lmsi1pVDa3HnfeinsL89t,CYANIDE,Daniel Caesar,CASE STUDY 01,"['alternative', 'r&b', 'r&b, funk & soul', 'soul']",0.59,0.65,0.49,158.49,-7.5,0.7,0.0,0.37,0.13,10.0,1.0,4.0,2806,478
spotify:track:0gbLfFlEyVHiKzlZIb0gce,How Far We've Come,Matchbox Twenty,Exile on Mainstream,"['alternative', 'pop', 'rock']",0.57,0.91,0.79,83.0,-5.09,0.0,0.0,0.06,0.21,0.0,1.0,4.0,2807,1257
spotify:track:1el1feH98jWUrPpYmu5jN8,Sunshine,Cleo Sol,Mother,"['r&b', 'r&b, funk & soul', 'rock', 'folk', 'singer/songwriter']",0.63,0.27,0.05,86.11,-15.3,0.62,0.07,0.07,0.13,2.0,0.0,4.0,2808,396
spotify:track:4gT3mNJA8lnlkYFqGZ8IA2,Small Worlds,Mac Miller,Swimming,"['hip hop', 'hip-hop & rap']",0.52,0.55,0.52,78.27,-9.11,0.81,0.0,0.25,0.1,5.0,1.0,4.0,2809,1214
spotify:track:47s5hKfwGXliAAB8wKMiNo,When I'm in Your Arms,Cleo Sol,Rose in the Dark,"['r&b', 'r&b, funk & soul']",0.6,0.46,0.66,173.87,-10.61,0.48,0.06,0.06,0.11,0.0,1.0,4.0,2810,396
spotify:track:1HVYQj4liQb1QOygBfjZqV,The Boat I Row,Tame Impala,The Slow Rush B-Sides & Remixes,['alternative'],0.5,0.73,0.24,151.96,-4.63,0.31,0.01,0.03,0.29,7.0,0.0,4.0,2811,1840
spotify:track:7JgNAnCjJvL8hBR1kmCOFF,Worth It.,RAYE,My 21st Century Blues,['pop'],0.74,0.48,0.61,109.93,-7.85,0.51,0.0,0.07,0.35,8.0,1.0,4.0,2812,1548
spotify:track:0sTW8OzAchJDkwQOfAQgD3,Get Involved,Raphael Saadiq,The PJs,"['soul', 'neo-soul', 'funk', 'rnb', 'neo soul', 'male vocalists', 'rhythm and blues', 'american']",0.85,0.53,0.76,97.98,-5.1,0.01,0.0,0.05,0.08,0.0,0.0,4.0,2813,1568
spotify:track:1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,"['hip hop', 'hip-hop & rap', 'rock']",0.44,0.76,0.21,80.08,-4.94,0.02,0.0,0.07,0.16,8.0,0.0,4.0,2814,1005
spotify:track:2GUX2SSimlXLvvdPDzp3qK,Moments like these,Art Beckett,Moments like these,['jazz'],0.44,0.01,0.05,66.18,-28.86,1.0,0.92,0.04,0.1,5.0,0.0,4.0,2815,145
spotify:track:2irKX6RwcRx19R09YQjvLG,Calm When You’re Near,Oliver Stone,Calm When You’re Near,['jazz'],0.47,0.03,0.05,61.01,-31.12,0.99,0.96,0.04,0.11,5.0,1.0,4.0,2816,1426
spotify:track:78EvJphoG9nEY8GP5pwTEX,A song for always,Luca Armone,A song for always,['jazz'],0.35,0.03,0.15,72.72,-26.06,0.99,0.95,0.04,0.11,5.0,1.0,4.0,2817,1168
spotify:track:0w3A7y2EJ8awXWMUtftue5,What It Is,Amber Mark,Three Dimensions Deep,"['r&b', 'r&b, funk & soul']",0.7,0.55,0.85,73.0,-5.87,0.16,0.0,0.1,0.06,11.0,1.0,4.0,2818,110
spotify:track:4TLJNON6mZLpfZX3g4Oh8B,IN THE AIR,DESTIN CONRAD,COLORWAY,"['r&b', 'r&b, funk & soul', 'soul']",0.79,0.39,0.26,114.92,-6.13,0.04,0.0,0.05,0.11,8.0,1.0,4.0,2819,453
spotify:track:7plnbXchk7uCLiCR2CNHaj,Hanglo,870glizzy,Hanglo,"['hip hop', 'hip-hop & rap']",0.82,0.53,0.68,160.06,-9.22,0.17,0.0,0.33,0.24,11.0,0.0,4.0,2820,33
spotify:track:1h6w4POXM2LfG4ZD4xUfZQ,The Hillbillies,Baby Keem,The Hillbillies,"['hip hop', 'hip-hop & rap']",0.81,0.61,0.21,150.01,-6.38,0.02,0.0,0.24,0.13,1.0,1.0,4.0,2821,194
spotify:track:0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),Kendrick Lamar,GNX,"['hip hop', 'hip-hop & rap']",0.86,0.53,0.55,100.04,-6.68,0.08,0.0,0.26,0.42,6.0,0.0,4.0,2822,1023
spotify:track:7pQDd79NZRdYckl285oxBD,Temptations,Jitwam,Honeycomb,"['alternative', 'r&b', 'r&b, funk & soul', 'soul']",0.79,0.43,0.72,96.07,-8.1,0.62,0.54,0.03,0.15,5.0,0.0,4.0,2823,926
spotify:track:5XUuMp2i5ojqcDOSusChqL,Ocho Rios,Daniel Caesar,NEVER ENOUGH,"['r&b', 'r&b, funk & soul']",0.55,0.53,0.2,127.42,-7.56,0.04,0.0,0.04,0.1,2.0,1.0,4.0,2824,478
spotify:track:4QzZVJc6qPTtTkPem7qZRo,The Lamp Is Low,Laurindo Almeida,Classical Current,['alternative'],0.49,0.31,0.2,102.61,-14.32,0.89,0.95,0.03,0.17,7.0,1.0,4.0,2825,1103
spotify:track:28d0FhfAskw8XgbKZRCAQY,The Wolf,PHILDEL,The Disappearance of the Girl,"['pop', 'rock', 'folk', 'singer/songwriter']",0.58,0.56,0.28,132.78,-7.87,0.56,0.0,0.19,0.15,2.0,0.0,4.0,2826,1458
spotify:track:6Zy6pLzgl5M2thrn4efjqT,Nokia,Heart Break Klub,"Retro Soul, Vol. 1","['r&b', 'soul']",0.89,0.43,0.62,108.29,-11.96,0.63,0.04,0.06,0.09,11.0,0.0,4.0,2827,773
spotify:track:6X3uDkjV5PwRNv3frnwfhT,Battery,TOKYO CHILL LAB,I'm fine,"['alternative', 'hip hop', 'hip-hop & rap']",0.52,0.5,0.19,113.89,-12.06,0.33,0.0,0.14,0.22,10.0,0.0,4.0,2828,1821
spotify:track:3c46fXVjVArsPheex1R7AI,Superstar,Zola Courtney,Superstar,"['pop', 'r&b']",0.7,0.47,0.73,93.94,-7.78,0.05,0.0,0.17,0.37,4.0,0.0,4.0,2829,2098
spotify:track:0JsH7pLpmQ9e8FNUokjdEn,Jorja,Benji.,Jorja,"['hip hop', 'hip-hop & rap']",0.94,0.43,0.49,107.97,-7.61,0.18,0.0,0.1,0.12,7.0,1.0,4.0,2830,221
spotify:track:6vZRq9JIOGTl3b9dmEgeZV,POETRY IN MOTION,SiR,HEAVY,"['r&b', 'r&b, funk & soul']",0.78,0.6,0.97,160.07,-6.77,0.06,0.0,0.2,0.08,11.0,0.0,4.0,2831,1725
spotify:track:1Cm65uSMLvlvSKupG9w2Kz,HOP OUT CHO FEELINS,Kal Banx,RHODA,"['hip hop', 'hip-hop & rap']",0.67,0.87,0.51,140.87,-5.45,0.17,0.0,0.29,0.37,5.0,0.0,4.0,2832,999
spotify:track:21SmOkq7D2kCC1WnWNve65,CRUSH,MALACHI,CRUSH,"['r&b', 'r&b, funk & soul', 'soul']",0.65,0.45,0.62,83.93,-8.95,0.86,0.0,0.17,0.11,6.0,1.0,4.0,2833,1186
spotify:track:43zpOKOtDgKTvDOWfQXaN8,3MTILLIDIE.,Paco,3MTILLIDIE.,"['hip hop', 'hip-hop & rap', 'latin']",0.93,0.19,0.14,131.95,-13.5,0.0,0.02,0.12,0.12,0.0,1.0,4.0,2834,1463
spotify:track:2CbcQtAKNERUkbArZo7Guf,Out The Way,Dear Silas,Cadillac Leather in July,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.92,0.58,0.75,120.02,-7.4,0.43,0.0,0.07,0.18,5.0,0.0,4.0,2835,492
spotify:track:6kojoNSvYr4WFUx7CYMJWb,Play Too Much,Kyle Dion,SUGA,"['alternative', 'pop', 'r&b', 'r&b, funk & soul']",0.88,0.45,0.9,110.02,-5.77,0.45,0.0,0.09,0.14,9.0,0.0,4.0,2836,1072
spotify:track:1QZhPI7zb7ckb53NYp6Lkt,Closer,Reuben James,Tunnel Vision,"['jazz', 'r&b', 'r&b, funk & soul']",0.51,0.65,0.84,70.94,-6.12,0.42,0.0,0.31,0.11,1.0,1.0,4.0,2837,1587
spotify:track:0D15z5l7YWqwyJ8wkO2oaA,Mariposa,Radiant Children,There's Only Being Yourself,"['r&b', 'r&b, funk & soul', 'soul']",0.83,0.47,0.57,101.95,-7.6,0.16,0.0,0.29,0.09,4.0,0.0,4.0,2838,1559
spotify:track:6xMUf4XQjmoVRIAH9tS5c9,How You Feel,Swsh,How You Feel,"['r&b', 'r&b, funk & soul', 'soul']",0.62,0.6,0.44,82.17,-4.05,0.4,0.0,0.26,0.12,7.0,0.0,4.0,2839,1802
spotify:track:3MGoiExDaUAg94zIWh4gGB,Weekdays,Aby Coulibaly,At The End Of The Day... It's Night,"['r&b', 'r&b, funk & soul']",0.72,0.41,0.39,94.1,-4.03,0.62,0.0,0.06,0.25,8.0,1.0,4.0,2840,74
spotify:track:4CgS09PVVpogWXX4VyDYJ3,Ooowee,Junia-T,Studio Monk,"['hip hop', 'hip-hop & rap', 'r&b']",0.76,0.48,0.65,155.98,-7.4,0.16,0.0,0.09,0.29,9.0,1.0,4.0,2841,969
spotify:track:58a6J0DhgpUYr8SUeUV5hP,"Make It Work (feat. Anderson .Paak, Asher Roth & Donnie Trumpet)",Blended Babies,The Anderson .Paak EP,"['hip hop', 'hip-hop & rap', 'r&b']",0.63,0.6,0.64,170.38,-9.44,0.52,0.01,0.39,0.2,1.0,1.0,4.0,2842,252
spotify:track:1H0jWnWuCfb6d6CVWVJ1X6,home demo - Single,SOPHIETHEHOMIE,home demo - Single,['alternative'],0.87,0.5,0.48,83.99,-8.04,0.38,0.16,0.05,0.14,3.0,0.0,4.0,2843,1648
spotify:track:7iaCPgRVRsp2gjBlLhG91s,Forbidden Fruit,Mychelle,Forbidden Fruit,"['r&b', 'r&b, funk & soul', 'soul']",0.62,0.61,0.5,82.02,-5.88,0.31,0.0,0.14,0.11,7.0,1.0,4.0,2844,1337
spotify:track:1r0BszZq5YAKtDHZU3ir1t,Jazz & Blues,Kabwasa,Kabwasa Presents… Supa Heavy Funk,['united states'],,,,,,,,,,,,,2845,997
spotify:track:1X6xLtOzeuQz4bbBGEcXR4,hyogo,Blvck Svm,mangalica mink,"['hip hop', 'hip-hop & rap']",0.88,0.42,0.79,130.07,-13.48,0.32,0.03,0.17,0.11,10.0,0.0,4.0,2846,262
spotify:track:35ZcRlAwPMQYuf2fnvJBmW,Can't Wake Up,Ahmad Anonimis,Can't Wake Up,"['hip hop', 'hip-hop & rap', 'pop']",0.93,0.43,0.25,120.04,-9.06,0.07,0.0,0.14,0.07,2.0,1.0,4.0,2847,86
spotify:track:56L4xvLdRME6kcGR65V5v5,Dirty Laundry,MALIA,Late Bloomer,"['r&b', 'r&b, funk & soul', 'soul']",0.72,0.55,0.69,145.07,-4.56,0.16,0.0,0.1,0.33,4.0,0.0,4.0,2848,1187
spotify:track:3FsjNq0T7I4rrU2hlvt3jv,If It Don't Work,Carter Ace,If It Don't Work,"['r&b', 'soul']",0.62,0.42,0.38,76.26,-9.65,0.65,0.0,0.33,0.15,6.0,1.0,4.0,2849,334
spotify:track:2Gp8o1SsczHq9rXKgiPWmk,Beautiful Mind (feat. Oddisee),Ciscero,Beautiful Mind (feat. Oddisee),"['hip hop', 'hip-hop & rap']",0.93,0.28,0.67,124.05,-15.57,0.1,0.0,0.3,0.12,0.0,0.0,4.0,2850,387
spotify:track:2FGz8KTEn9m8xu9LHF3JIB,OG Luv Kush pt.2,Kaiit,OG Luv Kush pt.2,"['hip hop', 'hip-hop & rap']",0.77,0.37,0.26,89.97,-12.44,0.1,0.04,0.3,0.11,6.0,1.0,4.0,2851,998
spotify:track:47xA8pdrT417DKzo4SYWCh,ALLSTAR,Rae Khalil,FORTHEWORLD,"['hip hop', 'hip-hop & rap']",0.68,0.64,0.66,95.03,-8.51,0.21,0.0,0.17,0.18,1.0,1.0,4.0,2852,1561
spotify:track:37Bkd2OPVmuvxrj7q7l0ne,Photosynthesis,Saba,Bucket List Project,"['hip hop', 'hip-hop & rap']",0.78,0.66,0.63,111.13,-8.39,0.54,0.0,0.27,0.59,7.0,1.0,4.0,2853,1660
spotify:track:7mx3o5H3YzWolHZe0Wtbam,pop n olive,Samara Cyn,Pop n Olive,"['hip hop', 'hip-hop & rap']",0.79,0.49,0.52,90.97,-8.16,0.02,0.83,0.06,0.13,5.0,1.0,4.0,2854,1675
spotify:track:3RUQ8Lu7yR9FXUkwKTDJKA,Best Friend,FRITOGANG,Are You Even Listening?,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.8,0.44,0.73,139.95,-13.27,0.04,0.0,0.13,0.12,3.0,0.0,4.0,2855,622
spotify:track:3Xa5VCKmneuaoTe7VYsupa,Potential,Amber-Simone,Potential,"['jazz', 'r&b', 'r&b, funk & soul']",0.53,0.47,0.55,87.78,-6.07,0.25,0.0,0.16,0.1,4.0,0.0,4.0,2856,112
spotify:track:4KGaCST7kfqslQnBPNwenm,Ms. Communication,theMIND,Don't Let It Go To Your Head,"['alternative', 'r&b', 'r&b, funk & soul', 'rock', 'indie rock']",0.69,0.41,0.64,110.0,-7.44,0.15,0.02,0.38,0.47,2.0,1.0,4.0,2857,2195
spotify:track:2nmMEW1P65JPn8a1sTmPEk,"Autumn Leaves, Unread Mails",TOKYO CHILL LAB,I'm fine,"['alternative', 'hip hop', 'hip-hop & rap']",0.79,0.42,0.62,91.06,-11.58,0.32,0.0,0.17,0.25,6.0,1.0,4.0,2858,1821
spotify:track:7M1guyCKFO8QVfLmo467Fq,Rare,Radiant Children,There's Only Being Yourself,"['r&b', 'r&b, funk & soul', 'soul']",0.81,0.4,0.74,90.03,-7.46,0.55,0.17,0.1,0.1,10.0,0.0,4.0,2859,1559
spotify:track:2G4KvLGgx1zfjlU4jcfa8H,So Cool,Reuben James,So Cool,"['jazz', 'r&b', 'r&b, funk & soul']",0.69,0.47,0.85,82.86,-11.71,0.81,0.0,0.15,0.11,10.0,0.0,4.0,2860,1587
spotify:track:5hlINrHlykgnudkJpB1QGp,2am In Central,ENNY,We Go Again,"['hip hop', 'hip-hop & rap']",0.53,0.54,0.72,85.74,-10.15,0.51,0.01,0.47,0.14,5.0,0.0,3.0,2861,558
spotify:track:00JEYyyy0LlsG96MaDjSpZ,URL To Her Body,My Boy Arlo,URL To Her Body,"['r&b', 'r&b, funk & soul', 'soul']",0.87,0.43,0.55,89.13,-8.86,0.27,0.0,0.06,0.1,8.0,0.0,4.0,2862,1336
spotify:track:26a0ElNCiYFFU6ctqlYk31,Poke Bowl,Radiant Children,Poke Bowl,"['r&b', 'r&b, funk & soul', 'soul']",0.61,0.52,0.33,79.67,-6.67,0.69,0.02,0.46,0.08,10.0,0.0,4.0,2863,1559
spotify:track:2RmENPt0yPmU09BKjKC26M,Ziplock,Saba,Ziplock / Rich Don't Stop,"['hip hop', 'hip-hop & rap']",0.88,0.44,0.37,115.05,-8.86,0.1,0.0,0.08,0.1,11.0,0.0,4.0,2864,1660
spotify:track:0GfuStA0KqawkDglVRJ3ne,All Night,Sensuré,Pathways,"['r&b', 'contemporary soul', 'r&b, funk & soul']",0.6,0.51,0.42,110.18,-8.52,0.59,0.0,0.27,0.51,4.0,0.0,4.0,2865,1701
spotify:track:6k15T8waur3Db6AaSb9vIm,Long Nights,Aby Coulibaly,Long Nights,"['r&b', 'r&b, funk & soul']",0.68,0.42,0.32,97.62,-6.21,0.1,0.0,0.09,0.11,0.0,0.0,4.0,2866,74
spotify:track:6Xz56CFYQ1tE3YadauIIiG,the one,Gabriel Jacoby,gutta child,"['r&b', 'r&b, funk & soul']",0.62,0.7,0.76,203.45,-4.22,0.26,0.0,0.37,0.14,7.0,1.0,4.0,2867,699
spotify:track:7pfx2xxO3rAQPVUIdQYwtM,Champagne Problems,ENNY,Champagne Problems,"['hip hop', 'hip-hop & rap']",0.71,0.5,0.71,136.26,-8.5,0.36,0.0,0.19,0.11,10.0,0.0,4.0,2868,558
