spotify_track_uri,track_name,artist_name,album_name,tags,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,key,mode,time_signature,track_id,artist_id
spotify:track:4jVBIpuOiMj1crqd8LoCrJ,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),"['hip hop', 'hip-hop & rap']",0.84,0.7,0.55,154.98,-5.41,0.01,0.0,0.28,0.2,8.0,0.0,4.0,1679,1952
spotify:track:5v1STk4ZTTDrhgCs6LD3nd,HiTek Tek,Future,High Off Life,"['hip hop', 'hip-hop & rap']",0.87,0.59,0.19,150.06,-7.33,0.0,0.0,0.29,0.13,2.0,1.0,4.0,1680,680
spotify:track:3tfN9g5Xxp9smX5wYkxOeL,여기에 있어,MC Sniper,마이너스1집 (부제: 40),"['asian', 'hip hop', 'hip-hop & rap']",0.48,0.8,0.32,66.36,-6.71,0.35,0.0,0.33,0.21,4.0,0.0,4.0,1681,1195
spotify:track:6jiSIF5SOpztZFYGeJvwZv,Therapy Session,BigXthaPlug,TAKE CARE,"['hip hop', 'hip-hop & rap']",0.91,0.82,0.48,136.03,-4.95,0.2,0.0,0.28,0.09,11.0,1.0,5.0,1682,237
spotify:track:6Tg4H90wofTIgoU5W5lN7U,Mmhmm,BigXthaPlug,TAKE CARE,"['hip hop', 'hip-hop & rap']",0.93,0.68,0.96,126.0,-8.8,0.03,0.0,0.33,0.13,9.0,1.0,4.0,1683,237
spotify:track:2dKkVF2m160z0RNDN2dddc,NISSAN ALTIMA,Doechii,Alligator Bites Never Heal,"['hip hop', 'hip-hop & rap']",0.98,0.71,0.31,117.02,-5.14,0.1,0.0,0.2,0.08,11.0,0.0,4.0,1684,518
spotify:track:1eTaznNW4Xxtx9za2SMTXB,DENIAL IS A RIVER,Doechii,Alligator Bites Never Heal,"['hip hop', 'hip-hop & rap']",0.83,0.64,0.62,93.29,-3.24,0.09,0.0,0.33,0.08,6.0,0.0,4.0,1685,518
spotify:track:06eQjGj6Hn76LEB1oATKtm,Traffic Control (feat. HEIZE),GIRIBOY,Traffic Control,"['hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.77,0.59,0.7,121.03,-5.13,0.65,0.0,0.03,0.12,3.0,0.0,4.0,1686,688
spotify:track:73XEvDvhvfJji3xjknbgWZ,High roller,Blish,High roller,"['asian', 'r&b', 'r&b, funk & soul']",0.77,0.6,0.7,109.98,-6.04,0.53,0.0,0.04,0.14,9.0,1.0,4.0,1687,253
spotify:track:3TPvrMAd1hbPRXuHCRX0Pl,AEAO,Dynamicduo,A Giant Step,"['hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.45,0.76,0.58,152.6,-6.48,0.06,0.0,0.18,0.14,2.0,1.0,4.0,1688,548
spotify:track:1ptWDDBSOmkvBN46IDvSlJ,AEAO (Slowed),Dynamicduo,AEAO,"['hip hop', 'hip-hop & rap']",0.33,0.73,0.5,79.76,-7.2,0.11,0.0,0.17,0.12,1.0,1.0,4.0,1689,548
spotify:track:6Vo3VtFuU8qHeXJpb5rDFa,"LIKE WATER (Feat. Loco, HyunA)",Jambino,SHOW ME THE MONEY 11 Semi Final,"['rap', 'hip-hop', 'korean', 'khh', 'smtm', 'jambino']",0.81,0.66,0.67,102.0,-6.29,0.02,0.0,0.13,0.13,1.0,1.0,4.0,1690,877
spotify:track:0CqZryIJnJhwCCnECIC7Lr,Need To Know,Jay Park,Need To Know,"['asian', 'pop', 'k-pop', 'r&b', 'r&b, funk & soul']",0.69,0.7,0.55,87.99,-6.27,0.02,0.0,0.06,0.1,0.0,1.0,4.0,1691,896
spotify:track:3u3nSYF9IMR1pUesZALz4X,SHINE BRIGHT,ANA,SHINE BRIGHT,"['asian', 'pop', 'k-pop', 'r&b', 'r&b, funk & soul', 'soul']",0.7,0.65,0.71,101.0,-7.25,0.27,0.0,0.07,0.37,1.0,1.0,4.0,1692,54
spotify:track:3WM1yelIg2AkfFAhLXTu3D,Bite,Jay Park,Bite,['asian'],0.77,0.64,0.44,93.96,-7.35,0.05,0.0,0.18,0.07,10.0,1.0,4.0,1693,896
spotify:track:7kLeR8y4onZTbvkJPkYSwI,No pressure,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.79,0.78,0.97,150.94,-3.47,0.08,0.0,0.16,0.08,0.0,0.0,4.0,1694,1351
spotify:track:30GVF75McmPCzN7bpcijZD,California love,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.63,0.66,0.52,133.02,-4.3,0.05,0.0,0.08,0.52,4.0,0.0,4.0,1695,1351
spotify:track:4gsjk6lVx67qe73HI6PhQ1,Oasis,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.69,0.6,0.54,87.07,-4.08,0.09,0.0,0.07,0.14,11.0,0.0,4.0,1696,1351
spotify:track:6U5AEaTtLE28FBU8PMecjh,Automatic,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.61,0.73,0.17,94.97,-4.76,0.08,0.0,0.04,0.36,11.0,1.0,4.0,1697,1351
spotify:track:5VhuXfRL7Vq5y776Gcajw5,Let me love you,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.53,0.69,0.25,149.93,-5.19,0.08,0.0,0.04,0.14,5.0,1.0,4.0,1698,1351
spotify:track:6iV92BDHIlbQ1fFD9W2CPG,Lights on,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.68,0.92,0.72,89.99,-3.52,0.02,0.0,0.14,0.05,6.0,1.0,4.0,1699,1351
spotify:track:0HuigRzEI5RhDxnfI2CDTX,Eye 2 eye,NOMAD,NOMAD,"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.62,0.84,0.52,145.99,-4.07,0.07,0.0,0.05,0.1,4.0,1.0,4.0,1700,1351
spotify:track:1H5rqmKEhkc0ICxvRlSBhn,Sip Ona Lil Sum' (Feat. NINGNING of aespa),Jay Park,THE ONE YOU WANTED,"['asian', 'others', 'worldwide', 'pop', 'k-pop', 'r&b', 'r&b, funk & soul']",0.55,0.69,0.7,108.99,-6.93,0.02,0.0,0.15,0.08,5.0,0.0,4.0,1701,896
spotify:track:3P5LP0QEswwTGJSlESoeB5,The Girl Is Mine (2008 with will.i.am) (with will.i.am) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.77,0.75,0.93,96.0,-6.63,0.04,0.0,0.14,0.09,1.0,1.0,4.0,1702,1287
spotify:track:1G3EVrzpUJHM3p1rVXdWPc,"Vincent Price Excerpt From ""Thriller"" Voice-Over Session - Thriller 25th Anniversary Voice-Over Session",Vincent Price,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.67,0.91,0.06,148.87,-15.76,0.62,0.0,0.94,0.95,6.0,1.0,1.0,1703,1998
spotify:track:1diEQsD8PJC9hXB5Gpfgtn,The Girl Is Mine (with Paul McCartney),Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.68,0.53,0.71,81.43,-10.42,0.23,0.0,0.06,0.1,9.0,1.0,4.0,1704,1287
spotify:track:4tYeov7pG1Hk1xaRP94Io5,P.Y.T. (Pretty Young Thing) (2008 with will.i.am) (with will.i.am) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.83,0.8,0.67,109.35,-7.04,0.02,0.0,0.09,0.2,1.0,1.0,4.0,1705,1287
spotify:track:15A3uqmUTxJ1KJGfAdiywb,Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.82,0.95,0.36,121.94,-4.78,0.12,0.0,0.07,0.11,5.0,1.0,4.0,1706,1287
spotify:track:17bgTUPOnLLVavmeS2Pc0B,Billie Jean (2008 Kanye West Mix) (feat. Kanye West) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.71,0.82,0.26,101.99,-6.63,0.01,0.0,0.03,0.22,1.0,1.0,4.0,1707,1287
spotify:track:4WOd40p1zhy3cWL0Eh4yAy,Beat It (2008 with Fergie Remix) (with Fergie) - Thriller 25th Anniversary Remix,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.83,0.68,0.63,138.01,-6.03,0.01,0.0,0.06,0.18,10.0,0.0,4.0,1708,1287
spotify:track:4NYi8J4w2AuI9qyv5bY2Nt,For All Time,Michael Jackson,Thriller 25 Super Deluxe Edition,['pop'],0.64,0.49,0.49,84.97,-8.58,0.29,0.0,0.04,0.09,0.0,1.0,4.0,1709,1287
spotify:track:56omgpLsxvyalOj6o1HWDP,Quincy Jones Interview #4,Quincy Jones,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.65,0.31,0.57,81.67,-16.51,0.98,0.0,0.93,0.22,0.0,1.0,3.0,1710,1541
spotify:track:3Xq33ThZ4gEje8gdVm85Ve,Voice-Over Intro Quincy Jones Interview #1 / Quincy Jones Interview #1,Quincy Jones,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.72,0.32,0.61,116.77,-14.94,0.98,0.0,0.9,0.49,9.0,0.0,3.0,1711,1541
spotify:track:443n9T3L7lbvnwtwtkC7vl,Voice-Over Intro Rod Temperton Interview #1 / Rod Temperton Interview #1,Rod Temperton,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.74,0.26,0.64,71.94,-14.82,0.44,0.0,0.93,0.42,6.0,1.0,4.0,1712,1607
spotify:track:1xU5NiN3ZKUa3J3S93aYd5,Voice-Over Intro Rod Temperton Interview #2 / Rod Temperton Interview #2,Rod Temperton,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.62,0.23,0.65,181.41,-17.92,0.72,0.0,0.95,0.63,10.0,0.0,3.0,1713,1607
spotify:track:6m9V5QOltZ8At8vIAayTnq,Billie Jean - Underground Mix,Michael Jackson,Thriller 25 Super Deluxe Edition,['pop'],0.81,0.82,0.61,118.96,-5.96,0.0,0.88,0.05,0.03,4.0,1.0,4.0,1714,1287
spotify:track:3yYt5HIf99u6lsinB95Ku8,Thriller - Instrumental,Michael Jackson,Thriller 25 Super Deluxe Edition,['pop'],0.74,0.85,0.75,118.13,-5.31,0.02,0.09,0.04,0.94,11.0,1.0,4.0,1715,1287
spotify:track:6MCFKOiRbDppSzOFKvHlnk,Carousel,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.73,0.61,0.56,159.23,-7.51,0.28,0.0,0.11,0.26,2.0,0.0,4.0,1716,1287
spotify:track:2CxNfpTOTaThbGNGTmQ9Xg,Someone in the Dark,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.25,0.27,0.12,108.51,-11.58,0.75,0.0,0.03,0.15,0.0,1.0,5.0,1717,1287
spotify:track:2kulOHR2XY6YDZCWXb38hn,Wanna Be Startin' Somethin',Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.84,0.87,0.91,122.11,-8.23,0.03,0.42,0.05,0.06,9.0,1.0,4.0,1718,1287
spotify:track:5ChkMS8OtdzJeqyybCc9R5,Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,"['electro', 'dance', 'pop', 'r&b', 'r&b, funk & soul', 'rock']",0.93,0.6,0.85,117.09,-4.43,0.02,0.02,0.04,0.04,11.0,0.0,4.0,1719,1287
spotify:track:6XYbMGvtl6tlPoGWaiH7EY,Baby Be Mine,Michael Jackson,Thriller,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.84,0.48,0.67,109.59,-10.29,0.08,0.0,0.1,0.07,11.0,0.0,4.0,1720,1287
spotify:track:35lAjvsvS9k9HHuP1fjDT8,Human Nature,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.63,0.41,0.76,93.01,-14.35,0.5,0.01,0.03,0.29,2.0,1.0,4.0,1721,1287
spotify:track:3S2R0EVwBSAVMd5UMgKTL0,Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.76,0.89,0.72,118.43,-3.73,0.08,0.0,0.07,0.85,11.0,1.0,4.0,1722,1287
spotify:track:1OOtq8tRnDM8kG2gqUPjAj,Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.8,0.82,0.9,138.86,-4.96,0.04,0.0,0.05,0.31,3.0,0.0,4.0,1723,1287
spotify:track:4OpwADjlTmeRSWHkUrGXpz,The Lady in My Life,Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.66,0.34,0.44,146.02,-13.93,0.37,0.0,0.05,0.06,9.0,0.0,4.0,1724,1287
spotify:track:46RUfeMwPfQG1ZyGFWviva,Who You Seeing Tonight (feat. Don Toliver),Kodak Black,Who You Seeing Tonight (feat. Don Toliver),"['hip hop', 'hip-hop & rap']",0.73,0.45,0.22,77.02,-5.98,0.32,0.0,0.08,0.11,10.0,0.0,1.0,1725,1058
spotify:track:0FsyTSZ4Ghi1SpKJvJfJnZ,Billie Jean (1981 Home Demo),Michael Jackson,Thriller 25 Super Deluxe Edition,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.95,0.44,0.52,114.98,-8.46,0.07,0.0,0.04,0.06,6.0,0.0,4.0,1726,1287
spotify:track:6YplTnmozh3OtY3MVaxXOh,Hands Up (Feat. Crush),Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.65,0.94,0.82,149.85,-2.81,0.1,0.0,0.2,0.27,4.0,0.0,4.0,1727,1157
spotify:track:1yy2S8bC5eawKLNh3tocjX,"Act Serious (Feat. Ugly Duck, DJ Wegun)",Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.63,0.88,0.82,90.27,-4.51,0.06,0.0,0.3,0.25,8.0,0.0,4.0,1728,1157
spotify:track:1l5ucvhFyb65OGMX8spr4R,You Don′t Know,Loco,LOCOMOTIVE,"['hip hop', 'hip-hop & rap']",0.71,0.71,0.82,95.23,-4.87,0.33,0.0,0.1,0.21,1.0,1.0,4.0,1729,1157
spotify:track:58AZoaLwhYsAh3fhZ2n7So,Thinking About You (Feat. Jay Park),Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.76,0.78,0.72,100.87,-4.06,0.26,0.0,0.1,0.07,8.0,0.0,4.0,1730,1157
spotify:track:182rHyEwD9djARWQ0lDJZF,High (Feat. Konsole),Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.75,0.81,0.46,120.05,-5.15,0.07,0.0,0.18,0.09,0.0,1.0,4.0,1731,1157
spotify:track:15YNjE7MDi3a5JPLvDn279,If I (Feat. GRAY),Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.68,0.81,0.73,76.03,-4.36,0.35,0.0,0.14,0.1,0.0,0.0,4.0,1732,1157
spotify:track:5welAhPGLmQek8nhhY1816,Growing Up (Feat. ELO),Loco,LOCOMOTIVE,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.65,0.6,0.57,81.99,-7.46,0.44,0.0,0.09,0.11,6.0,1.0,4.0,1733,1157
spotify:track:5aVnC5HP5LtiGsx6OUyfUr,My Heart Belongs To U,Jodeci,Diary Of A Mad Band,"['electro', 'dance', 'electronic', 'pop', 'r&b', 'r&b, funk & soul', 'rock']",0.63,0.51,0.43,111.89,-11.31,0.25,0.0,0.04,0.25,5.0,0.0,4.0,1734,930
spotify:track:7CXpi7XMsKfViLKsmZKETe,Eddie You Should Know Better,Curtis Mayfield,Superfly,"['r&b', 'r&b, funk & soul', 'soundtrack', 'film ost', 'ost']",0.56,0.6,0.73,100.16,-8.79,0.44,0.0,0.04,0.16,11.0,0.0,4.0,1735,441
spotify:track:3Mzqw2mz9YMKjjCEmypYfZ,The Nigga Ya Love To Hate,Ice Cube,AmeriKKKa's Most Wanted,"['hip hop', 'hip-hop & rap', 'rock']",0.86,0.72,0.59,109.81,-12.7,0.12,0.0,0.34,0.18,10.0,0.0,4.0,1736,817
spotify:track:1AIN9XJ9Bp76J7jVgK7ZLZ,Inglewatts Nxxxa 2,Young Go,Inglewatts Nxxxa 2,"['hip hop', 'hip-hop & rap']",0.83,0.79,0.49,99.96,-5.29,0.01,0.0,0.1,0.33,6.0,0.0,4.0,1737,2070
spotify:track:5hVghJ4KaYES3BFUATCYn0,EARFQUAKE,"Tyler, The Creator",IGOR,"['hip hop', 'hip-hop & rap']",0.55,0.5,0.41,79.64,-8.87,0.23,0.0,0.07,0.8,9.0,1.0,4.0,1738,1970
spotify:track:2FWquqPNxte8iqZ3ATQG0p,All I Wanna Do (K) (Feat. Hoody & Loco),Jay Park,EVERYTHING YOU WANTED,"['others', 'worldwide', 'pop', 'k-pop', 'r&b', 'r&b, funk & soul', 'soul']",0.4,0.72,0.43,97.13,-6.06,0.38,0.0,0.25,0.09,8.0,1.0,4.0,1739,896
spotify:track:4VxTzYm00mg82MuoT35Ja7,CHANEL,Tyla,CHANEL,"['fav', 'contemporary rnb', 'afrobeat', 'slow burn', 'afro', 'victor', 'future hit', 'african pop']",,,,,,,,,,,,,1740,1968
spotify:track:7JFohvaO5I3qSow5Hrlfyn,dapdap X3 (Feat. Jambino),KIRIN,dapdap X3,"['hip hop', 'hip-hop & rap']",0.78,0.72,0.68,135.01,-7.27,0.15,0.02,0.04,0.11,9.0,1.0,4.0,1741,990
spotify:track:1ezVVnzQIKAUYq3PzCTTNf,Whole Vibe - Remix,DJ Noiz,Whole Vibe,"['r&b', 'r&b, funk & soul', 'soul']",0.89,0.47,0.7,89.91,-8.02,0.06,0.0,0.11,0.1,5.0,1.0,4.0,1742,458
spotify:track:5QuHyKYzp2GLnUpubUCCUc,THE COMEBACK,Young Go,THE COMEBACK,"['hip hop', 'hip-hop & rap']",0.88,0.59,0.54,93.97,-6.34,0.05,0.0,0.21,0.09,4.0,0.0,4.0,1743,2070
spotify:track:0llh77gMnvtdeplGYlkDni,5 IN THE MOANIN',Young Go,5 IN THE MOANIN',"['hip hop', 'hip-hop & rap']",0.75,0.76,0.53,95.61,-8.12,0.0,0.0,0.15,0.37,10.0,0.0,4.0,1744,2070
spotify:track:18vVJsD68uh386vlZWwO3d,Worldwide,Big Time Rush,BTR,"['electro', 'dance', 'pop', 'r&b', 'r&b, funk & soul', 'rock']",0.53,0.77,0.62,159.97,-6.16,0.07,0.0,0.05,0.17,4.0,1.0,4.0,1745,235
spotify:track:5lEsM6qpuzuZwij6jIZPvP,Big Time Rush,Big Time Rush,BTR,"['electro', 'dance', 'pop', 'r&b', 'r&b, funk & soul', 'rock']",0.6,0.89,0.83,121.05,-2.93,0.03,0.0,0.05,0.28,11.0,0.0,4.0,1746,235
spotify:track:4mGJcOKQhmISIWgQ3xCiLB,Til I Forget About You,Big Time Rush,BTR,"['electro', 'dance', 'pop', 'r&b', 'r&b, funk & soul', 'rock']",0.57,0.87,0.55,122.01,-3.65,0.01,0.0,0.05,0.16,5.0,1.0,4.0,1747,235
spotify:track:3oLXQgbcC34Oo4gFHCeTmi,Windows Down,Big Time Rush,Elevate,"['pop', 'rock']",0.62,0.93,0.82,129.96,-3.44,0.0,0.0,0.07,0.1,11.0,0.0,4.0,1748,235
spotify:track:1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,28 Reasons - The 1st Mini Album,"['asian', 'pop', 'k-pop']",0.77,0.65,0.49,122.0,-3.55,0.21,0.0,0.1,0.14,5.0,0.0,4.0,1749,1634
spotify:track:2VsKJODsXzU1NtoFYIh9FM,Crossfire / So Into You,Nai Palm,Needle Paw,"['jazz', 'r&b', 'r&b, funk & soul', 'rock', 'blues']",0.48,0.37,0.38,81.04,-8.46,0.93,0.0,0.04,0.11,9.0,1.0,4.0,1750,1353
spotify:track:6qXNCWY49AaZ5nfp9AJIc5,A Fan's Mail (Tron Song Suite II),Thundercat,Drunk,"['electro', 'electronic', 'r&b', 'r&b, funk & soul', 'soul']",0.49,0.66,0.35,191.47,-13.35,0.82,0.42,0.09,0.11,2.0,0.0,4.0,1751,1919
spotify:track:5MDXTpUyPBeifKvhBTf2Ut,Who Is Who,Asulin,Conscious Tree,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul', 'soul']",0.8,0.55,0.55,88.83,-9.47,0.55,0.0,0.33,0.17,11.0,1.0,4.0,1752,154
spotify:track:3Qq920mi3g2hjGWkASwOtI,Vivienne,CHANGMO,UNDERGROUND ROCKSTAR,"['hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.68,0.72,0.21,142.05,-4.66,0.32,0.0,0.06,0.06,1.0,0.0,4.0,1753,309
spotify:track:1rp986nzkyAX1wFpxzbwlC,Replay,SHINee,The SHINee World - The First Album,"['shinee', 'k-pop', 'korean', 'kpop', '<3', 'rnb', 'marry me', 'cant get it out of my head']",,,,,,,,,,,,,1754,1638
spotify:track:20gy8tC6McBlFlWle4tYNw,The Star,Hoody,The Star,"['r&b', 'r&b, funk & soul']",0.29,0.52,0.34,179.55,-7.76,0.11,0.0,0.06,0.07,3.0,0.0,3.0,1755,791
spotify:track:0P9e0XQvwzBHniF66l7QOJ,Himajinx,Spellspellspell,Roll Call 3,"['hip hop', 'hip-hop & rap']",0.76,0.49,0.55,85.95,-8.69,0.22,0.56,0.2,0.73,6.0,0.0,4.0,1756,1770
spotify:track:1vbe9sh7U9vdMceAhitWr2,Can You Stand The Rain,New Edition,Heart Break,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.61,0.37,0.73,143.32,-15.18,0.68,0.0,0.04,0.14,8.0,1.0,4.0,1757,1371
spotify:track:4lQsZ6oUkyyCUnxbYaGk1d,O,HWASA,O,"['k-pop', 'pop', 'hwa sa', 'mamamoo', 'female vocalists', 'korean', 'ost', 'swf']",,,,,,,,,,,,,1758,756
spotify:track:5nJvKQsFRmCp2i7EiKjZDg,GOTTASADAE,BewhY,The Movie Star,"['asian', 'hip hop', 'hip-hop & rap', 'pop', 'k-pop']",0.81,0.68,0.43,131.99,-3.84,0.14,0.0,0.09,0.33,10.0,0.0,4.0,1759,226
spotify:track:1e6diPLFGEVPwbMbt73Dbv,Between the lips (50cm),IU,Modern Times – Epilogue,"['k-pop', 'korean', 'female vocalists', 'kpop', 'pop', 'iu', 'ballad', 'singer-songwriter']",,,,,,,,,,,,,1760,814
spotify:track:1G3YgeTpECl3LYqFsUfzs5,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,"['hip hop', 'hip-hop & rap']",0.49,0.65,0.85,142.35,-5.67,0.27,0.0,0.05,0.51,0.0,0.0,4.0,1761,1970
spotify:track:2K7xn816oNHJZ0aVqdQsha,Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,"['alternative', 'electro', 'electronic', 'pop', 'rock']",0.58,0.57,0.37,93.99,-5.51,0.05,0.0,0.03,0.29,9.0,0.0,4.0,1762,1893
spotify:track:0EfsDEYaSjGYd66Pr881nq,Cry Baby,The Neighbourhood,Wiped Out!,"['alternative', 'pop', 'rock']",0.58,0.66,0.34,108.03,-4.89,0.0,0.0,0.03,0.1,4.0,0.0,4.0,1763,1893
spotify:track:1uo1Ng8XxJ1vO0WPPF1BEN,Pac-10,LaRussell,DJ GUTTA BUTTA PRESENTS: 3 POINT PLAY,"['hip hop', 'hip-hop & rap']",0.93,0.65,0.83,102.01,-4.68,0.31,0.0,0.34,0.19,8.0,0.0,4.0,1764,1088
spotify:track:3Umj02ZNl4d356pS1D38mn,Hey Jane,"Tyler, The Creator",CHROMAKOPIA,"['hip hop', 'hip-hop & rap']",0.5,0.78,0.67,94.56,-7.03,0.56,0.0,0.42,0.62,10.0,0.0,4.0,1765,1970
spotify:track:2bfCp4G40OsM1mvNi6ufwU,PTT (Paint The Town),LOONA,[&],"['asian', 'electro', 'electronic', 'pop', 'k-pop']",0.78,0.81,0.55,124.03,-2.44,0.07,0.0,0.1,0.06,8.0,1.0,4.0,1766,1084
spotify:track:5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,"['asian', 'others', 'worldwide', 'pop', 'k-pop', 'rock']",0.71,0.74,0.81,149.99,-3.8,0.19,0.0,0.05,0.06,2.0,1.0,4.0,1767,1579
spotify:track:4Xq8fPbkEcmBT5jMBn7iu7,Falling Down,D.O,D.O.P.E.,"['j-hip hop', 'japanese', 'hip-hop', 'hip hop', 'rap', 'funk', 'hiphop', 'j-urban']",,,,,,,,,,,,,1768,445
spotify:track:5s7REbEOo8rf3qeC0A7vVS,Got Her Own,Syd,Fin,"['r&b', 'r&b, funk & soul', 'soul']",0.68,0.52,0.77,125.0,-9.11,0.45,0.0,0.09,0.31,11.0,1.0,4.0,1769,1805
spotify:track:5kB8WUUla9s2w7yXD7h4CQ,Sabor a Mi,Luis Miguel,Romances,"['latin', 'pop']",0.66,0.58,0.48,89.93,-6.98,0.65,0.0,0.03,0.19,10.0,1.0,4.0,1770,1176
spotify:track:75iJMOH4oBobiRiBJVdw2m,Paradise,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,"['alternative', 'electro', 'electronic', 'pop', 'rock']",0.68,0.72,0.3,83.0,-5.79,0.21,0.05,0.03,0.25,2.0,0.0,4.0,1771,1893
spotify:track:4ymD0FxX1fnWszSu9rMAtD,Beat Take 1 (feat. Ghostface Killah),The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,"['alternative', 'electro', 'electronic', 'pop', 'rock']",0.58,0.62,0.35,171.91,-5.98,0.35,0.0,0.25,0.1,0.0,0.0,4.0,1772,1893
spotify:track:4Cdb1dE3pfiWlqnAIcImyQ,24/7,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,"['indie', 'indie rock', 'indie pop', 'rock', 'alternative', 'alternative rock', 'american', 'pop']",,,,,,,,,,,,,1773,1893
spotify:track:2gtCPs64x3zHmPN4oMCaVC,SHOTTY,HYOLYN,SHOTTY,"['asian', 'electro', 'dance', 'pop', 'k-pop']",0.85,0.41,0.76,99.94,-6.33,0.41,0.0,0.04,0.09,6.0,1.0,4.0,1774,757
spotify:track:4R1b1scW7gIOflzjQkQlxF,Got It Like That,Cha Cha Malone,Got It Like That,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul', 'soul']",0.77,0.71,0.7,92.98,-3.34,0.01,0.0,0.08,0.17,7.0,0.0,4.0,1775,346
spotify:track:08M5qLQy0oUNrTMQv4xQac,MUTT (feat. Chris Brown) [CB REMIX],Leon Thomas,MUTT Deluxe: HEEL,"['r&b', 'r&b, funk & soul']",0.53,0.52,0.67,179.87,-6.07,0.11,0.0,0.08,0.06,1.0,1.0,4.0,1776,1121
