cluster,valence,energy,danceability,tempo,user
0,0.6797587464076281,0.7287227360014353,0.6953519176035416,0.5331867389274458,priyanka
1,0.443699986107962,0.7635480985795897,0.43021707090466765,0.6147001578132111,priyanka
2,0.26920887608541466,0.5558194317430801,0.6473636822938156,0.4797913093703354,priyanka
3,0.0,0.0,0.0,0.0,priyanka
