user,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,key,mode,time_signature
andy,0.6638918862394745,0.5949877856689463,0.5508544493869583,0.4842988586284806,0.8513503809075773,0.23211911366310808,0.035680977434294416,0.12740719707818246,0.16871916812434573,0.4590099017898316,0.3997383689921198,0.7367748570662622
dishita,0.6290056527679752,0.4698342066105831,0.5011613706540833,0.49165154043450887,0.7611889124261206,0.379830128132862,0.22307149352905822,0.10284136212659276,0.15784128970900355,0.4925428908885062,0.45789761474623975,0.7446475191794474
riya,0.6070433158991828,0.5765743974343875,0.3871436086119393,0.5370341596815532,0.7594069887926674,0.3357933352746175,0.2713072694960686,0.08145219151669934,0.22774179444890463,0.45806767415452665,0.5725932234007045,0.7727641765013525
priyanka,0.6205909605693204,0.6686520769035693,0.5008716008146095,0.5212460172453367,0.853215008845567,0.27554769489545766,0.026702174281959652,0.08857721501517982,0.16663499792028824,0.5041771718133767,0.568637333194167,0.7820632670887228
