cluster,valence,energy,danceability,tempo,user
0,-5.551115123125783e-17,5.551115123125783e-17,2.220446049250313e-16,0.0,dishita
1,0.41757641595025075,0.551807061786872,0.6473341868030827,0.554029595993251,dishita
2,0.7875984375184714,0.5991668044774847,0.7636731995212551,0.519130857747192,dishita
3,0.17556494737512285,0.09244333535841315,0.4455914618328999,0.41256394879056346,dishita
