cluster,valence,energy,danceability,tempo,user
0,0.7687674122873952,0.77218455653531,0.7432379213211182,0.5365250906101368,andy
1,0.001040123150142347,0.00030579620614179515,0.003016357135412817,0.006077129982144491,andy
2,0.33402613280677595,0.5998112945411063,0.6182056952887202,0.5262351211595904,andy
3,0.623032933789457,0.5369517857428688,0.7687094523237914,0.5033264835150755,andy
